epoch,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,val_macro_precision,val_macro_recall,val_macro_f1,learning_rate,epoch_time_sec
1,4.987111322784424,0.13125,0.28575,3.503816310882568,0.315,0.5622,0.41195195924623446,0.315,0.2903766865099443,0.001,134.9331271648407
2,3.2904570079803466,0.35595,0.59795,2.78306969909668,0.4172,0.6662,0.5014914118474741,0.4172,0.398812609928486,0.0009938503261272714,142.38211917877197
3,2.742330238342285,0.43455,0.6768,2.479143390274048,0.4598,0.702,0.5453512954129331,0.45980000000000004,0.44742841726680355,0.0009755527298894295,140.12458992004395
4,2.4479860221862793,0.4854,0.71535,2.3200315826416014,0.4918,0.726,0.5705503222209597,0.4918,0.48378721530342517,0.0009455577588320899,138.14985823631287
5,2.26904758644104,0.51375,0.74165,2.263644416809082,0.4916,0.7332,0.5808081593917879,0.49160000000000004,0.48495908860928183,0.0009046039886902865,139.20941805839539
6,2.1362888496398926,0.53505,0.7621,2.1773786796569823,0.509,0.7492,0.5884243199339166,0.509,0.5045568352918294,0.0008536998372026806,138.52437615394592
7,2.031070896911621,0.553,0.77155,2.114547325515747,0.5192,0.7546,0.5827890585779435,0.5191999999999999,0.5135219927952767,0.0007940987335200905,140.84716987609863
8,1.946297905731201,0.5702,0.78595,2.1000193691253664,0.5214,0.757,0.5819197863854829,0.5214000000000001,0.5172400617960278,0.0007272682546199038,141.53983998298645
9,1.8872050247192382,0.5802,0.7938,2.066724395942688,0.5352,0.7656,0.596792257689649,0.5351999999999999,0.5316762757123338,0.0006548539886902865,139.29959106445312
10,1.845027783203125,0.5908,0.79725,2.031392230606079,0.5482,0.7662,0.5990543513256015,0.5482,0.5433034797817289,0.0005786390152875956,233.7894480228424
11,1.775658443260193,0.6064,0.80655,2.023469444656372,0.5398,0.7628,0.5841629606849574,0.5398,0.5332094271847633,0.0005005000000000002,131.53004097938538
12,1.729840696334839,0.61265,0.8183,2.003145449256897,0.5472,0.772,0.5839994460741095,0.5472,0.5403486715828859,0.000422360984712405,135.19468808174133
13,1.6841182983398437,0.62465,0.82155,1.9761404767990112,0.5552,0.7708,0.5772051714560177,0.5552,0.5479011489322131,0.00034614601130971394,133.97293996810913
14,1.6659309356689453,0.63165,0.82375,1.9512045162200928,0.56,0.7742,0.5855905744511741,0.56,0.5533705833683908,0.0002737317453800965,2057.1488552093506
15,1.6210275169372559,0.64325,0.8307,1.9459095527648926,0.5602,0.776,0.5841735467404972,0.5602,0.5546701738832849,0.00020690126647990978,1606.66779088974
16,1.6142151554107667,0.6441,0.83285,1.9384933425903321,0.5606,0.7804,0.5757753806919811,0.5605999999999999,0.5539699943091282,0.00014730016279731957,925.7980329990387
17,1.5945422506332398,0.6496,0.8345,1.9172820253372191,0.565,0.7838,0.5785204897785393,0.565,0.5580673860890515,9.639601130971382e-05,219.28992199897766
18,1.5819101251602172,0.64945,0.83695,1.9253189109802247,0.5632,0.7808,0.5757770322642614,0.5632,0.5571140068853603,5.54422411679103e-05,121.60806393623352
19,1.5677264003753661,0.6558,0.83725,1.9207258354187011,0.5652,0.7834,0.5779361334571861,0.5652,0.5594040879612163,2.5447270110570818e-05,281.7305278778076
20,1.576509393119812,0.65475,0.8366,1.9131508960723878,0.5672,0.7818,0.5783993398758105,0.5672,0.5608970168478752,7.149673872728741e-06,538.6681900024414
