run_name,freeze_backbone,trainable_parameters,best_epoch,best_val_top1,best_val_top5,best_val_macro_f1,training_time_sec
pretrained_finetune,False,11433012,20,0.6862,0.8744,0.6831963724735901,28222.34843993187
pretrained_freeze,True,256500,20,0.5672,0.7818,0.5608970168478752,7648.829503297806
